ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
285863,people,people,1024,712,13,89,686,862,196,246,693,859,four people is crossing the street
2370548,Grass,Grass,335,500,408,497,246,269,37,47,290,296,grass is on the ground beside the bus stop
2370566,baseball player,baseball player,375,500,69,145,41,237,278,466,158,289,baseball player is holding a bat
2370575,giraffes,giraffes,333,500,72,121,82,292,372,430,129,234,giraffes is in the picture
285873,man,man,683,1024,464,536,266,495,331,373,266,387,a man is in the street
285873,people,people,683,1024,464,536,266,495,331,373,266,387,very few people is walking around area
2370620,Dogs,Dogs,375,500,174,272,194,358,243,338,177,350,dogs is running alongside the man
2370710,dogs,dogs,500,299,72,134,157,272,132,221,214,274,two dogs is on the bench
2370723,men,men,489,500,317,493,46,284,62,364,85,488,two men is in the picture
1159709,chef,chef,1024,768,59,765,1,779,163,307,141,463,chef is using knife
1159709,man,man,1024,768,59,765,1,779,163,307,141,463,an asian man is the chef
2370756,man,man,458,500,255,294,229,387,14,71,260,372,man is standing
285904,people,people,683,1024,359,375,611,644,388,411,609,641,a group of people is on the seashore
2370788,people,people,500,337,200,252,250,426,91,133,243,422,people are there
285910,people,people,1024,1024,95,296,327,873,728,894,379,788,the people is white
2370868,Children,Children,390,500,128,399,73,255,19,210,52,188,children are the people
2370922,men,men,333,500,425,459,148,244,393,430,150,240,two men is on the sidewalk
2370973,men,men,295,500,283,326,55,184,0,46,76,223,men is in the photo
1159755,students,students,768,1024,258,364,325,483,256,338,341,415,the students is gathering to socialize
2371019,woman,woman,333,500,413,482,114,333,0,84,82,332,the woman is holding the leash
2371051,people,people,333,500,368,433,162,260,0,25,85,151,some people is in the photo
2371062,men,men,339,500,269,313,291,338,313,348,117,222,two men is wearing a safety vest
2371064,Customers,Customers,375,500,208,269,60,142,170,230,28,101,customers is in the background
285964,women,women,623,1024,422,488,425,558,415,458,406,547,two old women is in between the buses
2371209,Players,Players,500,356,0,267,145,455,243,286,77,212,players are in the field
2371229,men,men,333,500,358,401,150,201,60,94,138,187,men are sitting by the sidewalk
2371261,drivers,drivers,500,375,79,151,93,221,160,206,132,204,the drivers are the men in the photo
2371376,giraffes,giraffes,500,500,11,123,182,366,450,482,251,336,giraffes is standing in the grass
2371464,men,men,298,500,226,298,70,159,78,113,115,156,men are skateboarding
2371577,woman,woman,375,500,209,498,47,373,1,185,84,357,a woman is in the mirror
2371589,people,people,500,335,293,307,428,467,298,312,431,464,people visiting a skateboard park is in the picture
2371643,spectators,spectators,500,375,139,164,112,134,197,219,32,62,spectators is sitting in the stands
2371689,people,people,439,500,78,104,36,99,227,242,24,65,people is in the photo
2371730,animals,animals,333,500,13,186,103,272,167,372,125,282,animals is pictured
2371872,People,People,375,500,352,384,231,292,191,208,210,237,people skiing is in the pic
2371891,players,players,375,500,318,344,11,77,21,47,23,100,players is in the photo
2371913,bike riders,bike riders,300,500,123,251,57,252,252,381,52,247,bike riders are they
286095,man,man,1024,768,162,181,800,866,574,593,770,811,a man as walking around the clock
2371975,people,people,335,500,6,308,0,335,273,465,133,334,people is in the picture
2371975,children,children,335,500,237,363,36,333,273,464,133,334,the children is eating
2371985,man,man,300,400,141,245,72,299,273,299,18,93,man is holding the sign
2371986,skiers,skiers,334,500,270,302,154,211,383,423,160,236,the skiers is in the water
2372110,people,people,333,500,386,452,136,275,319,342,128,181,people are in the photo
2372112,Birds,Birds,331,500,138,175,146,188,279,309,271,296,two birds is white
2372204,People,People,334,500,0,10,172,189,350,360,218,230,people is on the boards
2372257,Passengers,Passengers,333,500,370,390,186,235,336,348,189,224,passengers is this a picture of
2372300,people,people,500,332,10,331,287,499,115,180,241,386,two people is holding a kite
2372442,zebras,zebras,475,500,124,213,263,364,241,401,243,407,zebras are in threes
2372469,skaters,skaters,333,500,277,472,69,300,78,273,106,282,skaters are they
2372541,audience,audience,373,500,423,498,204,332,284,336,219,296,the audience is behind the player
2372578,People,People,408,500,81,100,231,275,76,82,228,249,people are in the photo
2372611,fans,fans,300,500,101,128,17,121,446,476,28,113,the fans is watching from the sidelines
2372666,people,people,327,500,243,267,169,206,347,362,171,197,people are in the photo
2372697,Pedestrians,Pedestrians,333,500,253,256,220,222,30,33,209,214,pedestrians is on the bridge
1160075,men,men,683,1024,480,654,107,314,585,741,9,189,men are most of the people posing
1160075,men,men,683,1024,480,654,107,314,585,741,9,189,one of the men is wearing a fuzzy pink hat
2372960,players,players,333,500,163,242,131,224,272,328,144,210,three players is in the picture
2372963,boys,boys,333,500,261,444,168,328,100,170,107,232,all boys are these students
2373016,People,People,500,333,141,186,190,244,217,255,174,206,people are in the photo
2373063,players,players,331,500,308,448,60,330,426,454,78,162,female baseball players are these people
2373072,skiers,skiers,500,390,230,310,204,357,132,205,34,197,the skiers is the subject of the photo
2373176,men,men,500,458,273,321,261,333,304,321,246,274,men is on the elephants
2373256,cyclists,cyclists,334,500,0,22,46,163,182,296,65,252,the cyclists are the people cheering for
2339778,people,people,500,281,0,102,156,253,207,227,240,274,people are riding the elephants
2373317,boy,boy,375,500,118,416,145,237,213,247,207,267,a little boy is looking out the window
2373358,people,people,333,500,210,393,38,333,162,255,63,331,people are in the photo
2373383,people,people,339,500,79,192,144,250,434,444,58,71,there are multiple people in the water is in the water
2373458,men,men,375,500,267,445,18,263,35,195,134,318,to young men is in the photo
2373612,hikers,hikers,333,500,103,207,183,331,189,332,179,332,hikers are the two people in the photo
2373659,men,men,332,500,29,121,36,314,363,435,97,262,men is in this picture
2373740,skiers,skiers,375,500,112,130,183,226,219,229,198,218,skiers is holding ski poles
2373799,spectators,spectators,375,500,296,319,93,146,261,277,138,168,spectators is in the seats
2373872,man,man,333,500,273,338,38,261,284,297,257,290,a man is in the picture
2373927,people,people,333,500,325,397,0,122,0,32,0,206,people is present
1160247,fans,fans,768,1024,551,709,233,687,378,530,236,669,patriot fans are these people
1160247,people,people,768,1024,551,709,233,687,625,724,216,670,several people is wearing tennis shoes
2374083,cats,cats,375,500,0,274,114,334,205,498,82,290,cats is on the bed
2374099,people,people,331,500,170,334,81,321,186,278,61,261,the people is on the motorcycles
2374189,people,people,375,500,71,402,36,376,444,499,94,186,people is in the photo
2374310,jockeys,jockeys,375,500,46,56,188,207,376,387,209,232,jockeys are ridind the horses
2374333,Giraffes,Giraffes,333,500,319,359,130,316,22,345,77,331,giraffes is in the rock wall pen
2374400,people,people,375,500,111,203,175,253,421,489,137,372,people is at the stand
2374471,people,people,402,500,190,232,116,243,156,173,152,203,people is present
2374707,player,player,278,500,177,290,36,265,63,110,67,201,the player in red is closer to the ball
2374708,people,people,331,500,1,162,65,330,190,263,84,203,people are talking
2374709,people,people,294,500,10,22,204,226,192,210,176,192,people are ate the sidewalk
2374787,people,people,400,500,0,196,116,397,245,282,153,258,five people as umbrellas
2374831,dogs,dogs,500,375,160,293,196,285,106,344,263,446,dogs is laying on the bed
2374838,zebras,zebras,375,500,106,362,107,291,208,491,155,323,zebras is in the picture
2374929,bears,bears,500,334,74,270,56,324,0,91,203,300,the bears is the subject of the photo
2375004,people,people,333,500,83,213,46,281,321,490,79,280,two people is on the bench
2375006,passengers,passengers,500,323,125,137,397,429,147,154,397,425,passengers is the photo
2375054,boys,boys,333,500,303,372,168,247,384,416,134,216,2 boys is in the picture
2375103,people,people,333,500,191,246,114,179,0,7,96,114,5 people is in the water
2375254,men,men,333,500,277,339,117,180,46,118,150,193,men is on the boards
2375301,People,People,375,500,451,493,78,185,108,131,66,169,people is crossing
2375358,kids,kids,375,500,195,237,142,189,288,326,132,171,the kids is surfing
2375472,people,people,375,500,15,18,61,70,18,21,61,70,people can be seen in the water
2375499,player,player,500,290,157,256,230,464,56,152,219,468,tennis player plays tennis
2375542,people,people,333,500,204,211,154,167,6,20,159,195,three people is in the background
2375764,women,women,333,500,131,175,205,261,226,279,212,261,women is on the surfboard
2375807,people,people,375,500,56,123,153,269,387,394,169,189,people is present
2376006,men,men,333,500,0,81,70,259,393,499,87,332,six men are in the photo
2376034,people,people,333,500,114,261,108,302,189,206,87,109,people is watching the game
2376070,farmers,farmers,375,500,258,273,171,219,228,247,176,209,farmers are the men
2376105,Passengers,Passengers,500,375,203,225,372,425,213,229,309,348,passengers is waiting for the buses
2376146,people,people,375,500,340,358,248,301,387,404,246,299,two people is standing outside
2376229,people,people,500,401,144,169,372,447,116,136,376,442,people are lining up at the store
2376360,women,women,332,500,238,328,61,226,244,388,61,243,women is in the picture
2376453,dogs,dogs,333,500,70,313,99,305,206,486,15,325,dogs is in the picture
2376526,people,people,375,500,416,426,189,207,434,442,188,206,people is seen vaguely in this photo
2376669,Skiers,Skiers,375,500,188,212,203,245,382,404,227,300,skiers is there
2376761,Women,Women,400,500,410,421,233,265,423,432,232,267,women is walking near the water
2376800,horse racers,horse racers,333,500,48,147,64,283,131,256,52,331,two horse racers are in the picture is in the picture
2376811,men,men,500,357,150,181,242,382,172,221,234,377,two men as their arms raised
2377070,People,People,367,500,147,192,181,222,432,439,160,166,people is playing in the water
2377094,stuffed animal,stuffed animal,375,500,89,164,163,204,371,461,17,75,a stuffed animal is laying in the bed
2377146,girls,girls,336,448,0,111,167,334,82,143,91,181,the girls is holding bears
2377175,bears,bears,375,500,302,414,224,299,74,196,185,273,the bears is in the water
2377283,snowboarders,snowboarders,281,500,318,345,113,160,284,296,119,139,snowboarders is in the photo
2377304,man,man,333,500,14,107,76,276,282,320,64,252,a man is playing the game
2377367,players,players,375,500,50,186,165,337,328,454,200,352,players is present
2377583,men,men,332,500,163,198,171,245,293,313,113,149,the men that are standing are rowing the boats
2377598,men,men,333,500,2,480,43,331,11,58,94,167,two men as dirty faces
2377609,kids,kids,395,500,1,46,152,283,319,359,145,269,the kids are holding the rackets
2377632,men,men,500,334,200,316,102,498,35,198,124,499,young men is pictured
2377752,man,man,500,326,83,218,224,500,230,267,286,382,a man is looking at a phone
2378051,people,people,375,500,429,444,318,347,162,174,262,270,people crossed the street
2378054,kids,kids,326,500,303,340,70,134,189,218,82,115,the kids is riding
2378092,guy,guy,374,500,359,423,109,200,264,385,117,347,the guy on the left is wearing a grey shirt
2378094,pedestrians,pedestrians,281,500,193,213,157,202,164,173,149,176,the pedestrians is on the sidewalk
2378120,pedestrians,pedestrians,334,500,463,500,133,207,150,174,135,195,pedestrians is on the sidewalk
1591774,snowboarders,snowboarders,683,1024,346,710,33,401,520,570,417,509,snowboarders is in the picture
1591774,people,people,683,1024,134,236,205,409,247,343,214,482,two people is watching snowboarder
1591774,people,people,683,1024,475,507,406,494,557,595,433,523,three people in picture is facing the opposite direction
1591798,man,man,768,1024,198,817,196,764,516,719,220,764,the man to the left is wearing glasses
1591798,man,man,768,1024,198,817,196,764,516,719,220,764,one man ears a green shirt
1591825,men,men,540,800,291,436,29,334,500,645,42,287,two men is in suits
1591825,men,men,540,800,291,436,29,334,109,146,0,116,some of the men as their suit jackets buttoned
1591825,children,children,540,800,386,485,238,413,542,656,240,497,all the children is listening to men in suits
1591830,skiers,skiers,1024,683,49,112,629,784,322,414,715,955,other skiers as left tracks in the snow
1591830,skiers,skiers,1024,683,49,112,629,784,322,414,715,955,some skiers as poles in snow
2378274,people,people,333,500,143,165,213,273,166,184,213,273,to people is in the picture
1591863,men,men,1024,683,128,227,424,745,232,282,436,521,several men is wearing a business suit
2378311,people,people,375,500,43,133,226,356,212,280,216,374,people are in the photo
1591891,tourists,tourists,682,1024,160,512,39,372,282,483,37,297,tourists are the people on the elephant
1591891,men,men,682,1024,160,512,39,372,282,483,37,297,both men as their feet resting on the elephant's back
1591918,guys,guys,683,1024,445,1001,74,681,492,678,160,679,two guys is playing
1591918,men,men,683,1024,445,1001,74,681,758,846,410,658,these men are taking turns playing
1591945,people,people,685,1024,0,98,213,626,574,673,244,389,several people is in the picture
2378379,mannequins,mannequins,375,500,6,69,129,297,433,498,118,278,mannequins is posed here
2378382,men,men,375,500,177,268,134,250,44,131,155,261,the two men is in the water
2378385,Surfers,Surfers,409,500,142,163,303,328,478,498,305,331,surfers is on the water
1591962,people,people,600,900,563,675,395,549,815,886,524,554,some people is seating
1591965,children,children,952,1024,471,1023,14,952,5,433,186,952,two redheaded children ave stuffed animals
1592002,people,people,1024,765,207,405,345,667,705,765,215,329,some people is enjoying the pizza
1592008,dogs,dogs,683,1024,535,560,319,332,356,374,284,301,dogs is swimming
1592021,women,women,1024,768,213,359,390,880,339,529,418,910,two women is in the photo
1592022,women,women,681,1024,602,721,209,438,298,433,165,587,two women is walking with their luggage
1592036,woman,woman,685,1024,418,529,285,463,612,661,216,288,a woman is wearing a hot pink shirt
1592037,pedestrians,pedestrians,683,1024,630,667,446,548,563,612,447,549,pedestrians is crossing the street
1592037,men,men,683,1024,630,667,446,548,563,612,447,549,two men is wearing dark colors
2378474,cop,cop,375,500,302,321,192,244,370,385,194,229,a cop is riding the motorcycle
1592077,people,people,683,1024,310,355,391,453,18,35,385,422,people walking is on the left
150287,men,men,1024,683,382,623,56,652,173,442,307,709,the two men is looking in the suitcase
1592085,Bikers,Bikers,683,1024,520,565,358,436,343,378,369,422,bikers is in the photo
150295,fans,fans,1024,683,430,491,275,447,251,288,349,496,fans as red hats
1592089,boys,boys,683,1024,89,241,138,516,544,618,139,327,some boys stands around
1592095,skiers,skiers,815,1198,871,878,530,544,742,760,110,131,skiers are enjoying the snow
1592095,people,people,815,1198,564,603,556,584,644,691,543,592,two people on ground as snowboards
1592096,Audience,Audience,683,1024,904,933,112,148,708,737,47,73,audience is watching the game
1592096,Spectators,Spectators,683,1024,904,933,112,148,708,737,47,73,spectators are seen on the right
150324,woman,woman,768,1024,0,721,81,763,559,1019,210,762,the other woman as sunglasses on her head
150324,woman,woman,768,1024,0,721,81,763,559,1019,210,762,the other woman is wearing the tan tank top
150324,woman,woman,768,1024,0,721,81,763,559,1019,210,762,the woman in the foreground is the woman with freckles on her arm
150327,individuals,individuals,768,1024,220,299,241,381,679,910,210,488,on of the individuals as a beard
1592121,people,people,533,800,516,569,326,483,231,286,334,485,5 people is watching the plane
1592132,men,men,1024,683,110,318,318,836,432,489,380,497,the men blends to their surroundings
1592171,shirt,shirt,1024,681,166,367,211,512,331,630,125,479,football fans wearing the favorite team shirt is in the photo
2378604,tennis players,tennis players,333,500,68,91,211,280,291,393,78,332,tennis players is the main focus of this photo
1592188,cars,cars,768,1024,122,211,425,448,430,453,435,454,a line of cars awaits their next task
150406,people,people,765,1024,66,118,111,183,548,654,100,300,several people are sitting at tables
150410,people,people,642,1024,58,144,3,160,849,991,0,115,some people is watching the game from the sidelines
150410,players,players,642,1024,335,579,226,506,476,723,233,489,baseball players is in the photo
150412,women,women,1024,768,472,742,40,685,103,317,51,506,three women is posing for a picture
150412,women,women,1024,768,472,742,40,685,103,317,51,506,three women is in the picture
150412,women,women,1024,768,472,742,40,685,103,317,51,506,all three women is looking at the camera
150418,Police officers,Police officers,683,1024,385,561,54,583,483,616,86,336,police officers are the men riding the horses
150418,policemen,policemen,683,1024,385,561,54,583,483,616,86,336,the policemen are wearing helmets
150418,officers,officers,683,1024,385,561,54,583,483,616,86,336,the officers is next to the empty park
150418,officers,officers,683,1024,385,561,54,583,483,616,86,336,officers is patrolling the park
150418,officers,officers,683,1024,385,561,54,583,483,616,86,336,the officers ears boots
150418,officers,officers,683,1024,385,561,54,583,483,616,86,336,officers is wearing blue helmets
1592214,men,men,665,1024,0,454,91,663,445,999,114,664,men is sitting indoors
1592214,guys,guys,665,1024,0,454,91,663,445,999,114,664,a guys se teeth are seen
150430,women,women,759,1024,917,972,74,231,624,928,147,694,the women ears pants
150430,people,people,759,1024,624,928,147,694,770,922,42,219,four people ears black helmets
2378697,girl,girl,500,331,208,319,100,477,110,208,115,471,girl in the middle is holding the tennis racquet in front of the boys face
150474,people,people,768,1024,117,204,68,363,113,191,11,118,several people is at the skatepark
150475,Tennis players,Tennis players,683,1024,669,719,294,437,310,392,419,497,tennis players are these people
150479,Photographers,Photographers,683,1024,933,1015,350,424,233,350,350,397,photographers as long lenses on their cameras
1592284,Weeds,Weeds,1024,768,101,301,304,976,345,399,608,914,weeds are growing tall
150494,Military people,Military people,683,1024,224,340,418,595,742,830,503,616,military people is the audience
150494,people,people,683,1024,224,340,418,595,742,830,503,616,these people could determine the outcome of an entire country
150498,Workers,Workers,683,1024,656,705,319,433,749,799,318,393,workers is in the kitchen
150512,skiers,skiers,681,1024,232,265,404,497,779,788,224,241,the skiers is skiing
150530,men,men,689,1024,458,650,24,331,755,906,38,346,three men is in the picture
1592325,Police,Police,678,1024,345,533,222,674,498,672,306,674,police are the people wearing yellow
1592325,cops,cops,678,1024,345,533,222,674,498,672,306,674,the cops is wearing yellow safety jackets
1592325,police,police,678,1024,345,533,222,674,498,672,306,674,the police is wearing hats
1592327,boys,boys,576,1024,113,188,172,410,350,435,136,393,the boys as short sleeves on
1592327,boys,boys,576,1024,113,188,172,410,350,435,136,393,the two boys as brown hair
1592329,skiers,skiers,683,1024,416,562,406,679,663,765,311,478,skiers are these people
1592330,tourists,tourists,480,640,42,114,401,482,94,189,427,478,tourists is in the photo
1592330,people,people,480,640,42,114,401,482,94,189,427,478,many people is taking pictures of the building
1592333,people,people,576,1024,153,207,232,379,363,397,197,336,several people are wearing backpacks
1592339,police officers,police officers,683,1024,126,233,147,453,565,621,211,316,police officers is this a picture of
1592355,ladies,ladies,1024,686,272,418,549,999,400,518,581,984,two ladies is in the photo
1592355,ladies,ladies,1024,686,272,418,549,999,400,518,581,984,both ladies are wearing high heeled shoes
2378788,men,men,333,500,235,480,108,331,372,493,10,160,men are sitting at the dining table
1592371,Bikers,Bikers,755,1024,244,332,379,514,803,862,351,450,bikers are these people
1592371,motorcyclists,motorcyclists,755,1024,244,332,379,514,803,862,351,450,the motorcyclists are all wearing helmets
1592377,riders,riders,680,1024,324,502,154,577,737,944,214,404,motorcycle riders is in the picture
1592377,men,men,680,1024,324,502,154,577,737,944,214,404,two men are on their motorcycles
1592393,pedestrians,pedestrians,715,1024,642,772,331,685,454,504,320,438,pedestrians are these people
1592393,pedestrians,pedestrians,715,1024,351,421,332,500,402,452,331,501,a pair of pedestrians is walking close together
1592396,men,men,768,1024,13,434,99,765,373,878,121,766,two middle aged men is in the picture
1592396,people,people,768,1024,782,963,136,455,81,182,184,332,a crowd of people is watching
1592410,teenagers,teenagers,765,1024,521,619,300,546,114,184,275,485,teenagers is around the bus
1592416,them,them,1024,768,0,362,158,1022,356,762,54,1014,both of them is smiling with a glass of wine
1592419,surfers,surfers,683,1024,413,705,158,514,838,1002,150,384,surfers is coming out of the water
1592448,people,people,1024,768,312,359,391,447,292,325,374,457,three people is riding the elephant
1592462,lady,lady,1024,685,108,336,591,835,189,359,515,722,2 lady's is sitting backside of the man standing
1592462,people,people,1024,685,108,336,591,835,189,359,515,722,some people is sitting on the curb
1592472,people,people,694,1024,56,188,376,686,826,928,321,677,a bunch of young people is waiting in line
1592472,adults,adults,694,1024,56,188,376,686,826,928,321,677,many young adults is in picture
1592483,scouts,scouts,768,1024,468,777,59,767,953,1024,100,528,scouts are the people in uniforms
1592483,travelers,travelers,768,1024,693,778,84,239,266,344,179,473,travelers is near the baggage claim
1592483,adults,adults,768,1024,172,207,135,205,266,320,130,260,adults aits with the young men
1592510,guide,guide,1024,680,253,345,82,196,253,345,82,196,the guide is wearing a blue shirt
1592524,people,people,700,1053,156,224,84,165,130,205,38,132,some people in the crowd are wearing white hats
1592524,spectators,spectators,700,1053,441,546,139,255,920,1010,139,258,several spectators is watching the tennis match
2378957,people,people,333,500,290,395,52,219,33,54,30,78,people in the picture
1592580,people,people,480,640,146,348,167,479,143,234,101,430,the people are residents of the earth
1592580,people,people,480,640,146,348,167,479,143,234,101,430,the people is conscious
1592598,Saints,Saints,768,1024,519,691,491,749,425,534,451,727,saints as portraits in the stained glass windows
2379070,men,men,333,500,0,87,132,331,67,203,66,332,a group of men is depicted in this photo
1592651,motorcyclists,motorcyclists,768,1024,177,281,231,417,858,938,300,434,the motorcyclists is wearing dark outfits
1592651,motorcycles,motorcycles,768,1024,579,693,303,397,702,848,321,397,several motorcycles is parked in front of a quaint building
1592657,people,people,768,1024,421,588,200,560,572,798,117,626,two people is in the kitchen
1592662,people,people,696,992,338,563,49,693,163,213,122,245,several people is this a picture of
1592662,mounties,mounties,696,992,338,563,49,693,667,951,61,696,both mounties is wearing sunglasses
2379098,elephants,elephants,333,500,169,278,0,35,458,496,0,7,more elephants are in the background
1592692,hair,hair,680,1024,521,550,89,113,573,592,137,160,the lady has short red hair as red hair
1592695,people,people,1024,768,153,416,116,887,371,637,159,850,both people 's looking down
1592699,cooks,cooks,720,960,0,216,132,708,758,955,126,719,the cooks are the people in the picture
1592705,moms,moms,480,600,523,560,79,159,357,388,74,152,the moms is sitting on the bench
1592705,women,women,480,600,523,560,79,159,478,536,36,228,one of the women as a black bag
1592723,shoe,shoe,768,1024,740,849,620,712,737,843,634,705,kid with orange and white shoe is wearing torn jeans
1592728,pedestrians,pedestrians,600,800,304,357,157,285,370,412,195,288,pedestrians that do not mind rain is walking on the sidewalk
1592728,people,people,600,800,304,357,157,285,370,412,195,288,some people on a rainy day is passing a dress shop
1592730,women,women,681,1024,0,264,111,679,226,612,74,679,two women is under the umbrella
2379218,trains,trains,375,500,235,436,166,265,123,164,206,232,the trains uses the overhead lines
2379256,people,people,375,500,439,497,259,373,365,396,287,350,people are in the picture
1592825,players,players,768,1024,869,944,307,430,187,273,574,715,baseball players is shown in the picture
1592857,people,people,768,1024,0,646,59,764,460,1022,0,768,two people is in the picture
1592866,men,men,683,1024,97,247,8,366,264,415,33,335,two men is talking to the guy on the bike
1592885,people,people,648,1024,504,610,277,434,23,137,107,457,three people does not have an umbrella
1592899,man,man,683,1024,508,615,573,680,676,743,602,683,the man in the foreground is wearing a black hat
1592913,truck,truck,768,1024,239,921,353,695,243,920,381,693,nobody is driving the truck is driving the truck
1592922,men,men,768,1024,147,519,85,763,624,929,68,602,the men ears the white socks
1592934,men,men,768,1024,343,384,338,478,265,293,333,480,the men in the background ave tanned skin
2379371,people,people,281,500,318,476,79,279,119,134,161,193,people are in the photo
1592973,Crossing guards,Crossing guards,683,1024,94,133,565,654,25,58,575,664,crossing guards stands in front of the railroad tracks
2379408,people,people,500,333,0,82,246,402,100,124,244,294,people are they
1593021,officers,officers,794,1024,118,398,18,531,492,766,31,544,officers are riding horses
1593021,officer,officer,794,1024,118,398,18,531,492,766,31,544,officers is riding the horses
1593040,horses,horses,1024,685,161,396,627,955,88,230,655,935,the horses as hooves
2379484,people,people,375,500,226,439,110,293,187,343,87,250,the people is sitting
1593054,judges,judges,1024,768,210,317,73,196,624,737,22,169,judges is sitting at the blue table
1593054,announcer,announcer,1024,768,210,317,73,196,624,737,22,169,announcer as headphones
1593066,men,men,683,1024,753,820,305,467,699,771,327,478,two men on the far right side is wearing red
1593067,men,men,683,1024,505,892,95,594,201,349,190,547,both men is wearing black shorts
1593094,people,people,789,1210,993,1045,579,786,1034,1092,574,787,several people is standing under a purple and white umbrella
1593099,spectators,spectators,683,1024,131,155,340,424,113,127,341,390,several spectators are looking on in the background
1593099,officers,officers,683,1024,727,800,270,536,24,62,333,443,officers cordons off section of street
1593114,tourists,tourists,1024,685,168,200,615,693,614,632,638,680,tourists is on the steps
1593118,passengers,passengers,551,1024,174,268,228,389,294,353,207,404,passengers is getting off the train
1593123,players,players,682,1024,270,323,187,301,337,391,165,298,players is in the dugout
1593123,crowd,crowd,682,1024,1,45,262,347,729,765,74,130,there is a large crowd watching the game is watching the game
1593133,people,people,1024,681,440,632,222,536,53,639,492,1024,four people is in the picture
1593135,Skiers,Skiers,768,1024,456,559,309,514,621,642,213,270,skiers gather on a snowy hill
1593135,people,people,768,1024,932,972,150,225,845,870,168,235,many people is next to a grill
2379604,people,people,326,500,343,367,232,324,80,94,243,293,people is standing around in the picture
2379617,snowboarders,snowboarders,332,500,328,391,134,252,184,190,136,151,snowboarders is this a picture of
1593214,man,man,428,640,107,194,62,240,343,459,76,292,a man and woman is looking at the camera
1593233,Skateboarders,Skateboarders,685,1024,175,354,312,519,526,661,151,287,skateboarders is wearing white jerseys with red 3/4 sleeves
1593233,Spectators,Spectators,685,1024,392,442,46,136,598,633,60,107,spectators is standing behind the fence
2379810,Men,Men,333,500,289,497,0,217,394,495,0,41,men are holding the cows
2379830,school children,school children,333,500,416,458,65,201,457,489,75,200,school children is standing on the ledge
2380038,People,People,334,500,389,395,324,332,467,472,327,333,people is flying the kites
2380082,zebras,zebras,375,500,269,497,0,371,163,264,23,182,zebras is drinking water
2380106,elephants,elephants,333,500,78,169,130,332,111,347,81,332,elephants is behind the bars
2380125,pedestrians,pedestrians,375,500,231,256,262,326,305,324,265,325,some pedestrians as suitcases
2380424,bikers,bikers,333,500,301,319,126,186,41,59,129,161,the bikers is the subject of the photo
2380582,enthusiasts,enthusiasts,331,500,399,493,42,295,68,80,57,73,enthusiasts is attending the show
2380598,surfers,surfers,281,500,55,85,123,194,364,382,120,192,surfers is in this picture
2380652,people,people,333,500,393,398,182,198,378,381,184,199,multiple people are in the picture is in the picture
2380758,people,people,500,414,165,263,276,412,363,415,285,409,a couple people is on the bench
2380809,asian guy,asian guy,333,500,152,472,33,330,81,171,0,83,some asian guy is this
2380815,people,people,333,500,269,332,188,305,433,482,199,309,4 people is on the bench
2380825,people,people,282,500,110,140,20,57,150,170,33,53,people is shopping inside
2380966,players,players,375,500,370,436,241,326,174,213,137,189,baseball players is in the picture
2380990,fans,fans,284,500,420,467,116,186,269,309,26,80,fans is watching
2381286,people,people,375,500,247,294,308,375,0,13,265,294,people is looking at the products
2381294,man,man,500,500,0,198,136,359,98,158,115,194,man is drinking
2381376,woman,woman,375,500,150,161,283,312,160,170,279,312,a man and woman is walking down the street
2381539,bear,bear,500,375,216,282,100,169,230,280,257,319,teddy bears is sitting on the trunks
2381558,people,people,375,500,50,76,340,374,383,392,337,374,nine people is in the photo
2381608,tourists,tourists,281,500,343,378,102,137,280,302,99,119,tourists are the people in the cart
2381631,people,people,375,500,236,393,0,374,22,193,70,374,two people is sitting on the couch
2381649,men,men,333,500,237,344,0,138,35,114,45,332,men is standing
2381689,kids,kids,333,500,228,335,82,293,190,288,48,283,the kids is skiing
2381690,people,people,375,500,193,244,278,331,300,312,186,199,people is in the picture
2381690,skiers,skiers,375,500,193,244,278,331,300,312,186,199,skiers is on the water
2381841,people,people,333,500,353,385,166,257,243,319,154,291,people as umbrellas
2381866,people,people,500,331,258,269,319,342,245,254,303,328,people are there
2381934,tourists,tourists,313,500,103,136,185,280,439,457,205,264,tourists are these people
2381947,people,people,334,500,236,311,37,196,0,26,107,131,people are they
2381965,them,them,375,500,60,224,161,247,249,419,181,279,the person eating them took the picture
2382104,people,people,375,500,43,278,0,209,460,499,0,59,people is skating
2382123,riders,riders,333,500,66,117,90,168,275,330,98,205,two horse riders is in the picture
2382178,people,people,281,500,442,463,23,82,213,252,45,64,a bunch of people is in the background
2382215,baseball players,baseball players,287,500,405,469,87,258,59,97,105,197,baseball players do you see in the forefront of the picture
2382227,men,men,375,500,238,381,25,290,108,342,107,323,two men is in the kitchen
2382294,men,men,500,500,290,314,197,227,280,290,200,226,two men is in the plane
2382319,people,people,374,500,69,200,0,187,284,498,0,373,people are in the photo
2382375,tennis player,tennis player,101,500,450,458,38,64,170,184,37,70,a tennis player is holding a racket
2382481,men,men,375,500,21,162,57,374,366,481,62,374,four men is holding tennis rackets
2382537,Spectators,Spectators,338,500,14,35,217,261,122,148,234,281,spectators are the people in the background
2382564,men,men,386,500,8,170,24,385,288,314,98,134,men is in the picture
2382567,People,People,375,500,381,414,168,246,203,222,190,218,people are in the picture
